0,0
1,6
2,21
3,37
4,44
5,56
6,64
7,74
8,84
9,89
10,94
11,96
12,97
13,99
14,99
15,101
16,105
17,105
18,106
19,108
20,109
21,109
22,111
23,111
24,111
25,113
26,114
27,115
28,115
29,116
30,116
31,116
32,116
33,116
34,116
35,116
36,116
37,116
38,116
39,116
40,116
41,116
42,116
43,116
44,116
45,116
46,116
47,116
48,116
49,116
50,116
51,116
52,116
53,116
54,116
55,116
56,116
57,116
58,116
59,116
60,116
61,116
62,116
63,116
64,116
65,116
66,116
67,116
68,116
69,116
70,116
71,116
72,116
73,116
74,116
75,116
76,116
77,116
78,116
79,116
80,116
81,116
82,116
83,116
84,116
85,116
86,116
87,116
88,116
89,116
90,116
91,116
92,116
93,116
94,116
95,116
96,116
97,116
98,116
99,116
100,116
101,116
102,116
