0.01,0
0.01,0
0.01,1
0.01,1
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,2
0.01,4
